,file,1<=Pck.<,10<=Pck.<,100<=Pck.<,1000<=Pck.<,10000<=Pck.<,100000<=Pck.<,10^6<=Pck.<,10^7<=Pck.<,10^8<=Pck.
1999,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3EF0_370B_FAC0_2A45_F63E.pcap,37,56,12,2,0,0,0,0,0
2043,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.202.198.16.46.pcap,133330,10,1,0,0,0,0,0,0
2044,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.202.198.44.185.pcap,18290,1,0,0,0,0,0,0,0
2056,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.202.249.85.146.pcap,2956,0,0,0,0,0,0,0,0
2059,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.202.77.147.63.pcap,1476,0,0,0,0,0,0,0,0
2063,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.203.178.86.227.pcap,1194819,2077,20,1,0,0,0,0,0
2064,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.203.178.89.12.pcap,859358,855,649,0,0,0,0,0,0
2083,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.207.101.30.249.pcap,24766,0,0,0,0,0,0,0,0
2116,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.211.199.97.94.pcap,17721,0,0,0,0,0,0,0,0
2155,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.218.22.243.55.pcap,898,230,0,0,0,0,0,0,0
2157,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.218.56.128.141.pcap,7905,1,0,0,0,0,0,0,0
2163,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.219.247.104.234.pcap,9445,4,0,0,0,0,0,0,0
2179,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.222.194.22.153.pcap,17389,0,0,0,0,0,0,0,0
2322,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.27.2.66.38.pcap,41465,0,0,0,0,0,0,0,0
2327,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.34.9.9.160.pcap,5316,0,0,0,0,0,0,0,0
2328,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.10.241.232.pcap,12120,0,0,0,0,0,0,0,0
2329,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.12.103.138.pcap,11220,0,0,0,0,0,0,0,0
2333,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.22.128.17.pcap,11412,0,0,0,0,0,0,0,0
2334,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.24.40.124.pcap,13176,0,0,0,0,0,0,0,0
2335,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.26.70.20.pcap,7910,0,0,0,0,0,0,0,0
2336,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.27.155.13.pcap,11175,0,0,0,0,0,0,0,0
2337,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.27.67.37.pcap,7106,3,0,0,0,0,0,0,0
2340,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.50.145.170.pcap,12624,0,0,0,0,0,0,0,0
2342,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.50.52.96.pcap,45836,0,0,0,0,0,0,0,0
2343,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.51.9.36.pcap,6428,0,0,0,0,0,0,0,0
2345,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.52.188.158.pcap,6813,0,0,0,0,0,0,0,0
2346,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.58.120.230.pcap,5864,33,0,0,0,0,0,0,0
2348,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.35.9.59.117.pcap,8084,0,0,0,0,0,0,0,0
2362,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.43.194.204.165.pcap,6402,0,0,0,0,0,0,0,0
2364,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.43.194.205.82.pcap,6107,2,0,0,0,0,0,0,0
